,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,filename,task,subj_id,label1,label2,mixtureCoeff,id1,id2
12,survey-html-form,12,479726,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,37363.20000004768,,,"{""classSelect"":""mostProbBird"",""prob"":""90"",""classSelect2"":""secondProbDeer"",""prob2"":""10"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Bird_2199_Dog_6782.png,spec_conf,,Bird,Dog,0.5,2199.0,6782.0
13,survey-html-form,13,512441,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,32712.29999995232,,,"{""classSelect"":""mostProbTruck"",""prob"":""90"",""classSelect2"":""secondProbAutomobile"",""prob2"":""10"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.75_Automobile_1797_Dog_8682.png,spec_conf,,Automobile,Dog,0.75,1797.0,8682.0
14,survey-html-form,14,540191,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,27746.0,,,"{""classSelect"":""mostProbFrog"",""prob"":""80"",""classSelect2"":""secondProbBird"",""prob2"":""20"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Deer_3962_Frog_5761.png,spec_conf,,Deer,Frog,0.5,3962.0,5761.0
15,survey-html-form,15,582807,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,42612.79999995232,,,"{""classSelect"":""mostProbFrog"",""prob"":""85"",""classSelect2"":""secondProbCat"",""prob2"":""15"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.75_Frog_5175_Truck_6963.png,spec_conf,,Frog,Truck,0.75,5175.0,6963.0
16,survey-html-form,16,606724,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,23912.700000047684,,,"{""classSelect"":""mostProbTruck"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.25_Frog_9456_Truck_4768.png,spec_conf,,Frog,Truck,0.25,9456.0,4768.0
17,survey-html-form,17,627257,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,20528.79999995232,,,"{""classSelect"":""mostProbHorse"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1""}",,,,,,,mixed_0.25_Automobile_2838_Horse_2062.png,spec_conf,,Automobile,Horse,0.25,2838.0,2062.0
18,survey-html-form,18,646540,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,19280.39999997616,,,"{""classSelect"":""mostProbHorse"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1""}",,,,,,,mixed_0.25_Frog_4082_Horse_9570.png,spec_conf,,Frog,Horse,0.25,4082.0,9570.0
19,survey-html-form,19,676474,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,29929.79999995232,,,"{""classSelect"":""mostProbCat"",""prob"":""95"",""classSelect2"":""secondProbDog"",""prob2"":""5"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Cat_5200_Deer_4828.png,spec_conf,,Cat,Deer,0.5,5200.0,4828.0
20,survey-html-form,20,703023,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,26545.599999904636,,,"{""classSelect"":""mostProbDog"",""prob"":""95"",""classSelect2"":""secondProbCat"",""prob2"":""5"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.25_Airplane_7428_Dog_5504.png,spec_conf,,Airplane,Dog,0.25,7428.0,5504.0
21,survey-html-form,21,747506,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,44479.39999997616,,,"{""classSelect"":""mostProbTruck"",""prob"":""97"",""classSelect2"":""secondProbAutomobile"",""prob2"":""3"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Ship_1004_Truck_5627.png,spec_conf,,Ship,Truck,0.5,1004.0,5627.0
22,survey-html-form,22,773072,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,25562.10000002384,,,"{""classSelect"":""mostProbTruck"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.25_Cat_4346_Truck_4932.png,spec_conf,,Cat,Truck,0.25,4346.0,4932.0
23,survey-html-form,23,793356,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,20280.5,,,"{""classSelect"":""mostProbDog"",""prob"":""99"",""classSelect2"":""secondProbCat"",""prob2"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Airplane_74_Dog_3610.png,spec_conf,,Airplane,Dog,0.5,74.0,3610.0
24,survey-html-form,24,810505,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,17144.600000023842,,,"{""classSelect"":""mostProbTruck"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.25_Frog_5334_Truck_2174.png,spec_conf,,Frog,Truck,0.25,5334.0,2174.0
25,survey-html-form,25,833205,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,22696.5,,,"{""classSelect"":""mostProbDeer"",""prob"":""95"",""classSelect2"":""secondProbDog"",""prob2"":""5"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Airplane_4313_Horse_9184.png,spec_conf,,Airplane,Horse,0.5,4313.0,9184.0
26,survey-html-form,26,874538,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,41329.70000004768,,,"{""classSelect"":""mostProbBird"",""prob"":""50"",""classSelect2"":""secondProbHorse"",""prob2"":""50"",""improbClassSelectFrog"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1""}",,,,,,,mixed_0.5_Bird_755_Horse_3890.png,spec_conf,,Bird,Horse,0.5,755.0,3890.0
27,survey-html-form,27,895854,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,21311.89999997616,,,"{""classSelect"":""mostProbAutomobile"",""prob"":""90"",""classSelect2"":""secondProbTruck"",""prob2"":""10"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Automobile_2645_Dog_4764.png,spec_conf,,Automobile,Dog,0.5,2645.0,4764.0
28,survey-html-form,28,929188,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,33330.29999995232,,,"{""classSelect"":""mostProbAutomobile"",""prob"":""60"",""classSelect2"":""secondProbTruck"",""prob2"":""40"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Automobile_9373_Horse_2006.png,spec_conf,,Automobile,Horse,0.5,9373.0,2006.0
29,survey-html-form,29,945303,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,16111.799999952316,,,"{""classSelect"":""mostProbHorse"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1""}",,,,,,,mixed_0.25_Cat_9722_Horse_60.png,spec_conf,,Cat,Horse,0.25,9722.0,60.0
30,survey-html-form,30,991603,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,46297.19999992848,,,"{""classSelect"":""mostProbDog"",""prob"":""65"",""classSelect2"":""secondProbCat"",""prob2"":""35"",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.5_Cat_1603_Dog_9798.png,spec_conf,,Cat,Dog,0.5,1603.0,9798.0
31,survey-html-form,31,1017120,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,25512.79999995232,,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.25_Airplane_3680_Cat_7174.png,rerun_spec_conf,,Airplane,Cat,0.25,3680.0,7174.0
32,survey-html-form,32,1035869,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,18745.200000047684,,,"{""classSelect"":""mostProbTruck"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectFrog"":""1"",""improbClassSelectBird"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectAutomobile"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectHorse"":""1""}",,,,,,,mixed_0.25_Frog_9456_Truck_4768.png,rerun_spec_conf,,Frog,Truck,0.25,9456.0,4768.0
33,survey-text,33,1119601,71ktrmpcv3we1b7,62a7a6baf839fe2d4207b124,2,83725.60000002384,,,"{""Q0"":""10"",""Q1"":""3"",""Q2"":""I don't think so. But maybe in cases where I could make out two distinct items I tried to pick the one more likely to be seen."",""Q3"":""No"",""Q4"":""Ears (especially with cat and deer). Wheels. Height of vehicles."",""Q5"":""None, thank you.""}",,,,,,,,,,,,,,
34,pavlovia,0,1493,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,,,,,,,,,,,,,,,,,,
35,external-html,1,5598,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,3899.3000000000175,consent.html,,,,,,,,,,,,,,,,
36,instructions,2,49800,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,44197.90000000002,,"[{""page_index"":0,""viewing_time"":35626.30000000002},{""page_index"":1,""viewing_time"":1394.7999999999884},{""page_index"":2,""viewing_time"":1425},{""page_index"":3,""viewing_time"":816.3000000000175},{""page_index"":4,""viewing_time"":660.2999999999884},{""page_index"":5,""viewing_time"":1343.1000000000058},{""page_index"":6,""viewing_time"":941.3999999999942},{""page_index"":7,""viewing_time"":1021},{""page_index"":8,""viewing_time"":968}]",,,,,,,,,,,,,,,
37,survey-multi-choice,3,56204,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,6398.600000000006,,,"{""Q0"":""The most likely category, or categories, of an image and the associated probability of the selected categories."",""Q1"":""100 crowdsourced workers.""}","[0,1]",,,,,,,,,,,,,
38,instructions,4,68422,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,12210.699999999984,,"[{""page_index"":0,""viewing_time"":12209.899999999994}]",,,,,,,,,,,,,,,
39,preload,5,71630,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,,,,,,True,False,[],[],[],,,,,,,,
40,survey-html-form,6,862874,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,791229.0999999999,,,"{""classSelect"":""mostProbCat"",""prob"":""90"",""classSelect2"":""secondProbFrog"",""prob2"":""70"",""improbClassSelectTruck"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.25_Dog_4241_Horse_9140.png,spec_conf,,Dog,Horse,0.25,4241.0,9140.0
41,survey-html-form,7,1034905,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,172014.2999999998,,,"{""classSelect"":""mostProbHorse"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""100"",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.5_Dog_7433_Horse_410.png,spec_conf,,Dog,Horse,0.5,7433.0,410.0
42,survey-html-form,8,1102474,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,67552.30000000016,,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":""70"",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1""}",,,,,,,mixed_0.5_Bird_4535_Cat_4652.png,spec_conf,,Bird,Cat,0.5,4535.0,4652.0
43,survey-html-form,9,1133374,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,30882.0,,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.5_Airplane_1823_Automobile_9694.png,spec_conf,,Airplane,Automobile,0.5,1823.0,9694.0
44,survey-html-form,10,1181797,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,48406.59999999986,,,"{""classSelect"":""mostProbAirplane"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.5_Airplane_2569_Cat_8072.png,spec_conf,,Airplane,Cat,0.5,2569.0,8072.0
45,survey-html-form,11,1203756,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,21946.09999999986,,,"{""classSelect"":""mostProbCat"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.25_Bird_2774_Ship_5249.png,spec_conf,,Bird,Ship,0.25,2774.0,5249.0
46,survey-html-form,12,1233041,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,29270.100000000093,,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1""}",,,,,,,mixed_0.75_Cat_8023_Dog_4988.png,spec_conf,,Cat,Dog,0.75,8023.0,4988.0
47,survey-html-form,13,1246358,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,13303.899999999909,,,"{""classSelect"":""mostProbFrog"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.5_Bird_1257_Ship_4709.png,spec_conf,,Bird,Ship,0.5,1257.0,4709.0
48,survey-html-form,14,1544131,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,297757.0,,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.5_Frog_4161_Truck_1439.png,spec_conf,,Frog,Truck,0.5,4161.0,1439.0
49,survey-html-form,15,1562047,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,17896.399999999907,,,"{""classSelect"":""mostProbBird"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1""}",,,,,,,mixed_0.75_Bird_9831_Dog_2372.png,spec_conf,,Bird,Dog,0.75,9831.0,2372.0
50,survey-html-form,16,1630114,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,68050.8999999999,,,"{""classSelect"":""mostProbShip"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectAutomobile"":""1"",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.25_Airplane_3497_Ship_8913.png,spec_conf,,Airplane,Ship,0.25,3497.0,8913.0
51,survey-html-form,17,1650675,rsff1ssyomgyffd,62a7a6baf839fe2d4207b124,1,20546.100000000093,,,"{""classSelect"":""mostProbAutomobile"",""prob"":""100"",""classSelect2"":""secondProbNo"",""prob2"":"""",""improbClassSelectTruck"":""1"",""improbClassSelectAirplane"":""1"",""improbClassSelectHorse"":""1"",""improbClassSelectCat"":""1"",""improbClassSelectShip"":""1"",""improbClassSelectFrog"":""1"",""improbClassSelectDeer"":""1"",""improbClassSelectDog"":""1"",""improbClassSelectBird"":""1""}",,,,,,,mixed_0.5_Airplane_8777_Truck_139.png,spec_conf,,Airplane,Truck,0.5,8777.0,139.0
