,index,trial_type,trial_index,time_elapsed,subject,study_id,condition,rt,url,view_history,response,question_order,success,timeout,failed_images,failed_audio,failed_video,final_value,start_value,task,class_pair,starting_value,filename
94,114,reconstruction,36,630966,jflksdkwx9u55fc,633e12745ad6680bd85cd356,1,16222.299999952316,,,,,,,,,,0.7999999999999999,0.1,rerun_select_create,Frog_3349_Horse_1560,0.1,
95,115,reconstruction,37,645413,jflksdkwx9u55fc,633e12745ad6680bd85cd356,1,14444.100000143051,,,,,,,,,,0.4,0.1,rerun_select_create,Automobile_2484_Truck_1697,0.1,
96,123,reconstruction,6,58819,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,36033.20000000298,,,,,,,,,,0.5000000000000001,0.1,select_create,Frog_4179_Horse_2959,0.1,
97,124,reconstruction,7,67410,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,8588.5,,,,,,,,,,0.5,0.1,select_create,Automobile_9807_Horse_7456,0.1,
98,125,reconstruction,8,76643,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,9231.20000000298,,,,,,,,,,0.4,0.1,select_create,Deer_5888_Dog_6835,0.1,
99,126,reconstruction,9,88314,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,11670.0,,,,,,,,,,0.4,0.1,select_create,Cat_608_Frog_1985,0.1,
100,127,reconstruction,10,97667,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,9351.30000000447,,,,,,,,,,0.6000000000000001,0.1,select_create,Ship_385_Truck_7661,0.1,
101,128,reconstruction,11,106490,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,8821.29999999702,,,,,,,,,,0.5,0.1,select_create,Cat_426_Dog_8766,0.1,
102,129,reconstruction,12,113227,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,6735.4000000059605,,,,,,,,,,0.2,0.1,select_create,Bird_7348_Cat_6202,0.1,
103,130,reconstruction,13,128507,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,15278.59999999404,,,,,,,,,,0.5000000000000001,0.1,select_create,Airplane_6970_Truck_9177,0.1,
104,131,reconstruction,14,134323,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,5813.70000000298,,,,,,,,,,0.4,0.1,select_create,Automobile_5132_Truck_4770,0.1,
105,132,reconstruction,15,138115,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,3790.89999999851,,,,,,,,,,0.7000000000000001,0.1,select_create,Dog_6214_Horse_5953,0.1,
106,133,reconstruction,16,142715,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4597.70000000298,,,,,,,,,,0.6000000000000001,0.1,select_create,Airplane_7115_Horse_4019,0.1,
107,134,reconstruction,17,148187,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,5470.30000000447,,,,,,,,,,0.6000000000000001,0.1,select_create,Dog_6224_Frog_617,0.1,
108,135,reconstruction,18,152627,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4439.0,,,,,,,,,,0.5000000000000001,0.1,select_create,Bird_4873_Deer_4677,0.1,
109,136,reconstruction,19,155986,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,3357.6999999955297,,,,,,,,,,0.7000000000000001,0.1,select_create,Bird_2856_Dog_5694,0.1,
110,137,reconstruction,20,165739,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,9750.70000000298,,,,,,,,,,0.5,0.1,select_create,Bird_4535_Cat_4652,0.1,
111,138,reconstruction,21,170154,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4414.19999999553,,,,,,,,,,0.6000000000000001,0.1,select_create,Deer_4399_Dog_4934,0.1,
112,139,reconstruction,22,176051,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,5895.0,,,,,,,,,,0.6000000000000001,0.1,select_create,Bird_5771_Truck_1344,0.1,
113,140,reconstruction,23,180019,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,3966.0,,,,,,,,,,0.6000000000000001,0.1,select_create,Airplane_4557_Automobile_6100,0.1,
114,141,reconstruction,24,189219,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,9198.29999999702,,,,,,,,,,0.4000000000000001,0.1,select_create,Airplane_4606_Ship_5355,0.1,
115,142,reconstruction,25,194707,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,5487.10000000149,,,,,,,,,,0.3000000000000001,0.1,select_create,Bird_6925_Frog_1766,0.1,
116,143,reconstruction,26,199490,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4781.39999999851,,,,,,,,,,0.5000000000000001,0.1,select_create,Automobile_9830_Bird_5118,0.1,
117,144,reconstruction,27,203603,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4111.5,,,,,,,,,,0.6000000000000001,0.1,select_create,Airplane_8935_Cat_8658,0.1,
118,145,reconstruction,28,209459,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,5854.9000000059605,,,,,,,,,,0.4000000000000001,0.1,select_create,Deer_1300_Frog_6731,0.1,
119,146,reconstruction,29,213787,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4326.9000000059605,,,,,,,,,,0.6000000000000001,0.1,select_create,Cat_2840_Frog_3427,0.1,
120,147,reconstruction,30,218251,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,4461.89999999851,,,,,,,,,,0.6000000000000001,0.1,select_create,Bird_776_Ship_711,0.1,
121,148,reconstruction,31,229363,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,11110.0,,,,,,,,,,0.6000000000000001,0.1,select_create,Airplane_8402_Dog_9414,0.1,
122,149,reconstruction,32,235428,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,6062.79999999702,,,,,,,,,,0.4000000000000001,0.1,select_create,Automobile_7487_Bird_9825,0.1,
123,150,reconstruction,33,246724,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,11294.0,,,,,,,,,,0.7000000000000001,0.1,select_create,Deer_9924_Truck_9552,0.1,
124,151,reconstruction,34,255124,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,8398.60000000149,,,,,,,,,,0.7000000000000001,0.1,select_create,Frog_5567_Truck_1114,0.1,
125,152,reconstruction,35,258828,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,3702.10000000149,,,,,,,,,,0.6000000000000001,0.1,select_create,Frog_512_Horse_1477,0.1,
126,153,reconstruction,36,264299,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,5470.09999999404,,,,,,,,,,0.6000000000000001,0.1,rerun_select_create,Cat_426_Dog_8766,0.1,
127,154,reconstruction,37,267427,v36slw365q2gdp3,6343e0dafaf3e94eaa001ae4,7,3125.70000000298,,,,,,,,,,0.6,0.1,rerun_select_create,Airplane_7115_Horse_4019,0.1,
128,162,reconstruction,6,139600,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,34532.40000009537,,,,,,,,,,0.5,0.9,select_create,Horse_7342_Truck_6795,0.9,
129,163,reconstruction,7,151511,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,11909.600000143051,,,,,,,,,,0.7000000000000001,0.9,select_create,Bird_9624_Deer_9585,0.9,
130,164,reconstruction,8,166416,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,14901.900000095367,,,,,,,,,,0.4000000000000001,0.9,select_create,Automobile_3527_Frog_300,0.9,
131,165,reconstruction,9,182231,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,15813.300000190737,,,,,,,,,,0.5,0.9,select_create,Dog_810_Ship_582,0.9,
132,166,reconstruction,10,191976,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,9742.100000143051,,,,,,,,,,0.4,0.9,select_create,Bird_5085_Frog_7066,0.9,
133,167,reconstruction,11,201831,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,9853.300000190737,,,,,,,,,,0.6000000000000001,0.9,select_create,Cat_9121_Deer_8566,0.9,
134,168,reconstruction,12,213359,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,11526.200000047684,,,,,,,,,,0.6000000000000001,0.9,select_create,Dog_6065_Frog_772,0.9,
135,169,reconstruction,13,222551,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,9189.899999856949,,,,,,,,,,0.4,0.9,select_create,Dog_8869_Horse_5096,0.9,
136,170,reconstruction,14,232655,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,10102.200000047684,,,,,,,,,,0.5,0.9,select_create,Dog_3748_Horse_5690,0.9,
137,171,reconstruction,15,242887,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,10229.899999856949,,,,,,,,,,0.3000000000000001,0.9,select_create,Horse_1602_Ship_2527,0.9,
138,172,reconstruction,16,254447,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,11557.899999856949,,,,,,,,,,0.4,0.9,select_create,Airplane_9724_Automobile_6577,0.9,
139,173,reconstruction,17,259215,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,4765.599999904633,,,,,,,,,,0.4000000000000001,0.9,select_create,Frog_3124_Ship_7142,0.9,
140,174,reconstruction,18,265287,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,6070.399999856949,,,,,,,,,,0.5000000000000001,0.9,select_create,Cat_8420_Deer_5252,0.9,
141,175,reconstruction,19,277879,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,12590.299999952316,,,,,,,,,,0.5,0.9,select_create,Automobile_4948_Frog_4405,0.9,
142,176,reconstruction,20,287671,n73uv8g43jjoax7,633e12745ad6680bd85cd356,2,9789.899999856949,,,,,,,,,,0.9,0.9,select_create,Cat_3023_Frog_4774,0.9,
